»’∆⁄,∆⁄ ˝,,,,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,¿∂«Ú_1,¿∂«Ú_2
2015-5-2,15049,,,,08,09,11,15,22,08,10
2015-4-29,15048,,,,10,11,22,24,33,02,09
2015-4-27,15047,,,,01,02,17,23,31,05,12
2015-4-25,15046,,,,05,07,10,22,26,04,10
2015-4-22,15045,,,,08,09,22,29,30,08,12
2015-4-20,15044,,,,16,18,27,31,33,01,03
2015-4-18,15043,,,,02,20,22,25,29,02,07
2015-4-15,15042,,,,03,07,12,17,24,02,11
2015-4-13,15041,,,,01,11,21,23,28,01,10
2015-4-11,15040,,,,02,09,10,23,35,09,12
2015-4-8,15039,,,,03,06,07,16,25,01,06
2015-4-6,15038,,,,12,19,22,31,35,07,08
2015-4-4,15037,,,,10,16,21,28,31,07,08
2015-4-1,15036,,,,14,18,20,23,24,04,08
2015-3-30,15035,,,,22,24,29,30,35,01,10
2015-3-28,15034,,,,04,08,15,18,26,05,09
2015-3-25,15033,,,,03,17,22,26,28,03,07
2015-3-23,15032,,,,06,21,25,27,30,07,11
2015-3-21,15031,,,,07,21,29,32,33,04,12
2015-3-18,15030,,,,09,18,19,26,31,02,05
2015-3-16,15029,,,,07,10,19,30,35,03,05
2015-3-14,15028,,,,03,09,28,32,33,09,10
2015-3-11,15027,,,,05,21,22,25,28,03,10
2015-3-9,15026,,,,11,13,14,15,22,02,08
2015-3-7,15025,,,,07,10,20,22,27,10,11
2015-3-4,15024,,,,02,06,08,16,34,03,04
2015-3-2,15023,,,,06,09,11,12,22,03,11
2015-2-28,15022,,,,09,11,14,15,26,11,12
2015-2-25,15021,,,,22,23,24,26,31,05,06
2015-2-16,15020,,,,11,26,28,29,32,01,04
2015-2-14,15019,,,,02,08,16,22,24,01,03
2015-2-11,15018,,,,04,07,10,23,31,03,07
2015-2-9,15017,,,,07,13,16,17,29,01,07
2015-2-7,15016,,,,06,07,16,20,34,09,11
2015-2-4,15015,,,,01,05,13,17,32,04,11
2015-2-2,15014,,,,08,16,25,29,35,03,10
2015-1-31,15013,,,,11,15,25,28,35,07,10
2015-1-28,15012,,,,03,04,06,11,31,05,09
2015-1-26,15011,,,,04,13,22,25,30,01,06
2015-1-24,15010,,,,02,06,17,30,35,02,07
2015-1-21,15009,,,,17,22,26,27,33,06,10
2015-1-19,15008,,,,07,10,11,15,17,03,10
2015-1-17,15007,,,,02,07,08,14,31,04,08
2015-1-14,15006,,,,06,08,30,32,33,03,07
2015-1-12,15005,,,,11,14,15,18,19,07,08
2015-1-10,15004,,,,03,12,14,18,28,05,06
2015-1-7,15003,,,,12,19,27,28,34,01,12
2015-1-5,15002,,,,03,14,20,26,32,06,10
2015-1-3,15001,,,,08,09,19,27,30,06,07
2014-12-31,14154,,,,05,12,17,23,28,02,09
2014-12-29,14153,,,,01,08,13,24,32,05,10
2014-12-27,14152,,,,05,12,18,24,33,01,05
2014-12-24,14151,,,,03,08,26,31,32,08,12
2014-12-22,14150,,,,19,21,30,33,35,05,07
2014-12-20,14149,,,,02,13,19,26,35,01,05
2014-12-17,14148,,,,03,09,10,11,20,07,09
2014-12-15,14147,,,,05,09,14,26,34,02,09
2014-12-13,14146,,,,02,16,23,24,28,10,11
2014-12-10,14145,,,,15,19,22,24,26,10,11
2014-12-8,14144,,,,01,21,24,25,35,04,11
2014-12-6,14143,,,,01,11,14,18,25,06,10
2014-12-3,14142,,,,18,21,25,28,30,04,06
2014-12-1,14141,,,,04,17,20,26,29,05,08
2014-11-29,14140,,,,01,19,20,25,34,07,12
2014-11-26,14139,,,,03,05,07,15,34,01,10
2014-11-24,14138,,,,01,07,29,32,34,09,12
2014-11-22,14137,,,,02,11,16,22,34,02,05
2014-11-19,14136,,,,04,18,20,34,35,07,11
2014-11-17,14135,,,,20,26,28,30,35,09,12
2014-11-15,14134,,,,02,05,07,11,32,09,12
2014-11-12,14133,,,,02,08,12,14,18,04,12
2014-11-10,14132,,,,01,03,04,19,32,01,07
2014-11-8,14131,,,,03,16,19,23,27,03,07
2014-11-5,14130,,,,02,18,31,32,33,05,07
2014-11-3,14129,,,,07,22,28,30,32,05,06
2014-11-1,14128,,,,02,04,16,22,34,08,11
2014-10-29,14127,,,,02,04,06,15,19,02,11
2014-10-27,14126,,,,02,09,22,30,34,09,10
2014-10-25,14125,,,,12,15,19,23,31,04,10
2014-10-22,14124,,,,01,03,28,29,35,08,12
2014-10-20,14123,,,,01,09,12,22,25,02,09
2014-10-18,14122,,,,03,10,25,26,35,01,07
2014-10-15,14121,,,,13,16,18,22,32,08,10
2014-10-13,14120,,,,01,04,06,18,33,05,11
2014-10-11,14119,,,,04,08,09,13,18,08,12
2014-10-8,14118,,,,02,03,23,24,26,05,11
2014-10-6,14117,,,,03,14,17,18,33,06,09
2014-10-4,14116,,,,06,13,15,24,27,04,05
2014-10-1,14115,,,,01,05,26,29,30,02,10
2014-9-29,14114,,,,03,16,24,30,33,05,08
2014-9-27,14113,,,,02,13,17,19,23,01,06
2014-9-24,14112,,,,03,05,14,18,32,02,10
2014-9-22,14111,,,,11,16,18,20,29,03,04
2014-9-20,14110,,,,09,18,19,22,24,08,11
2014-9-17,14109,,,,15,18,20,21,23,01,02
2014-9-15,14108,,,,01,02,13,23,35,09,12
2014-9-13,14107,,,,05,13,14,21,34,08,10
2014-9-10,14106,,,,05,09,11,20,22,05,11
2014-9-8,14105,,,,04,10,26,29,32,04,08
2014-9-6,14104,,,,07,13,14,28,32,04,11
2014-9-3,14103,,,,14,20,23,25,26,10,12
2014-9-1,14102,,,,01,07,14,19,20,03,12
2014-8-30,14101,,,,09,10,12,17,28,03,11
2014-8-27,14100,,,,02,04,08,12,35,01,07
2014-8-25,14099,,,,15,21,22,23,33,01,07
2014-8-23,14098,,,,16,18,22,25,35,03,10
2014-8-20,14097,,,,03,15,20,21,23,07,09
2014-8-18,14096,,,,03,07,21,23,31,05,10
2014-8-16,14095,,,,06,22,30,31,34,05,06
2014-8-13,14094,,,,13,14,24,25,34,04,07
2014-8-11,14093,,,,03,08,30,32,34,09,11
2014-8-9,14092,,,,02,18,27,30,32,05,11
2014-8-6,14091,,,,10,16,18,29,32,02,07
2014-8-4,14090,,,,02,03,20,23,28,06,08
2014-8-2,14089,,,,02,08,12,29,30,07,12
2014-7-30,14088,,,,07,13,20,25,26,08,11
2014-7-28,14087,,,,04,07,31,33,35,09,10
2014-7-26,14086,,,,06,08,27,29,35,03,09
2014-7-23,14085,,,,06,12,13,25,29,11,12
2014-7-21,14084,,,,02,07,09,11,28,05,09
2014-7-19,14083,,,,18,20,24,33,35,05,10
2014-7-16,14082,,,,01,08,18,23,25,08,12
2014-7-14,14081,,,,03,05,08,10,25,09,12
2014-7-12,14080,,,,17,20,23,25,27,03,10
2014-7-9,14079,,,,09,10,20,31,32,06,10
2014-7-7,14078,,,,10,15,16,22,28,04,05
2014-7-5,14077,,,,09,16,26,31,32,01,05
2014-7-2,14076,,,,05,10,19,31,32,09,10
2014-6-30,14075,,,,05,07,29,32,35,04,10
2014-6-28,14074,,,,06,11,22,27,30,05,11
2014-6-25,14073,,,,04,05,07,13,35,05,06
2014-6-23,14072,,,,17,19,22,24,30,02,09
2014-6-21,14071,,,,04,14,15,22,23,01,07
2014-6-18,14070,,,,01,02,07,10,32,04,12
2014-6-16,14069,,,,16,22,27,29,31,02,09
2014-6-14,14068,,,,05,15,24,29,35,05,06
2014-6-11,14067,,,,03,18,23,24,31,03,07
2014-6-9,14066,,,,08,14,16,20,31,03,11
2014-6-7,14065,,,,07,12,19,31,33,07,12
2014-6-4,14064,,,,08,15,33,34,35,01,08
2014-6-2,14063,,,,11,17,21,23,34,03,04
2014-5-31,14062,,,,04,07,17,24,25,02,04
2014-5-28,14061,,,,04,11,17,20,29,06,10
2014-5-26,14060,,,,12,22,29,30,34,05,11
2014-5-24,14059,,,,07,15,17,25,29,04,11
2014-5-21,14058,,,,09,15,22,24,26,02,07
2014-5-19,14057,,,,08,10,20,27,33,01,09
2014-5-17,14056,,,,12,18,28,29,35,07,08
2014-5-14,14055,,,,04,23,26,27,35,10,11
2014-5-12,14054,,,,02,03,20,25,34,01,12
2014-5-10,14053,,,,02,11,17,27,30,03,04
2014-5-7,14052,,,,14,19,21,24,30,02,07
2014-5-5,14051,,,,01,07,11,29,30,03,11
2014-5-3,14050,,,,10,18,27,28,35,01,06
2014-4-30,14049,,,,03,15,17,22,31,03,05
2014-4-28,14048,,,,01,02,05,15,35,01,11
2014-4-26,14047,,,,06,17,18,30,34,06,12
2014-4-23,14046,,,,03,15,18,21,26,01,06
2014-4-21,14045,,,,06,10,12,16,30,02,11
2014-4-19,14044,,,,22,23,25,27,35,03,11
2014-4-16,14043,,,,01,11,23,29,30,01,12
2014-4-14,14042,,,,16,21,25,27,35,06,11
2014-4-12,14041,,,,05,07,11,15,18,05,12
2014-4-9,14040,,,,12,15,21,30,33,02,08
2014-4-7,14039,,,,02,05,11,15,20,08,11
2014-4-5,14038,,,,07,08,12,20,32,03,05
2014-4-2,14037,,,,03,04,08,19,34,02,04
2014-3-31,14036,,,,01,02,12,17,29,03,08
2014-3-29,14035,,,,09,12,14,28,29,03,10
2014-3-26,14034,,,,03,11,14,27,32,05,07
2014-3-24,14033,,,,01,07,08,28,29,04,08
2014-3-22,14032,,,,02,05,06,09,31,02,09
2014-3-19,14031,,,,06,15,27,32,33,03,04
2014-3-17,14030,,,,03,14,18,29,35,11,12
2014-3-15,14029,,,,03,21,22,23,35,05,09
2014-3-12,14028,,,,03,10,20,25,30,10,12
2014-3-10,14027,,,,09,10,24,28,29,10,12
2014-3-8,14026,,,,05,10,12,15,26,04,08
2014-3-5,14025,,,,19,20,27,32,34,06,08
2014-3-3,14024,,,,07,11,15,31,32,06,11
2014-3-1,14023,,,,04,13,15,29,33,05,09
2014-2-26,14022,,,,03,06,10,16,25,10,11
2014-2-24,14021,,,,06,10,17,23,24,03,09
2014-2-22,14020,,,,01,14,17,30,35,06,07
2014-2-19,14019,,,,07,12,22,29,32,11,12
2014-2-17,14018,,,,08,09,12,28,34,02,12
2014-2-15,14017,,,,05,10,11,23,34,01,10
2014-2-12,14016,,,,04,06,13,24,34,04,09
2014-2-10,14015,,,,04,06,18,20,30,05,07
2014-2-8,14014,,,,01,09,11,27,29,03,11
2014-1-29,14013,,,,10,11,13,22,28,04,12
2014-1-27,14012,,,,09,20,21,23,29,05,07
2014-1-25,14011,,,,04,06,14,24,35,07,12
2014-1-22,14010,,,,05,10,20,26,27,01,03
2014-1-20,14009,,,,10,18,25,29,33,07,08
2014-1-18,14008,,,,11,13,20,28,35,01,05
2014-1-15,14007,,,,08,11,14,21,32,03,11
2014-1-13,14006,,,,01,04,07,16,35,06,08
2014-1-11,14005,,,,15,17,18,29,33,04,08
2014-1-8,14004,,,,07,10,19,27,28,09,12
2014-1-6,14003,,,,07,11,13,21,33,05,06
2014-1-4,14002,,,,01,12,21,24,29,01,07
2014-1-1,14001,,,,05,13,20,23,29,08,11
2013-12-30,13153,,,,04,05,16,17,30,03,09
2013-12-28,13152,,,,09,12,14,18,19,03,09
2013-12-25,13151,,,,02,13,21,27,30,03,04
2013-12-23,13150,,,,06,07,14,18,22,08,11
2013-12-21,13149,,,,06,07,08,09,13,05,07
2013-12-18,13148,,,,02,05,09,29,32,03,07
2013-12-16,13147,,,,03,09,22,24,25,05,09
2013-12-14,13146,,,,06,07,15,25,31,01,09
2013-12-11,13145,,,,02,13,15,18,20,02,11
2013-12-9,13144,,,,03,20,21,23,35,02,08
2013-12-7,13143,,,,03,08,14,21,31,06,08
2013-12-4,13142,,,,06,11,25,28,29,04,12
2013-12-2,13141,,,,05,15,18,25,31,08,10
2013-11-30,13140,,,,01,12,17,26,28,01,06
2013-11-27,13139,,,,05,06,18,20,31,06,07
2013-11-25,13138,,,,03,08,13,17,24,07,09
2013-11-23,13137,,,,04,12,32,33,34,06,08
2013-11-20,13136,,,,05,11,15,25,28,05,11
2013-11-18,13135,,,,04,13,19,25,26,07,12
2013-11-16,13134,,,,02,13,19,23,32,02,09
2013-11-13,13133,,,,02,08,10,16,17,09,12
2013-11-11,13132,,,,23,26,28,31,34,02,10
2013-11-9,13131,,,,12,15,29,30,31,04,12
2013-11-6,13130,,,,08,09,15,19,30,06,09
2013-11-4,13129,,,,11,23,29,30,33,01,04
2013-11-2,13128,,,,11,13,27,33,35,01,02
2013-10-30,13127,,,,03,14,16,19,32,05,10
2013-10-28,13126,,,,09,10,15,18,30,03,06
2013-10-26,13125,,,,04,08,14,23,28,04,08
2013-10-23,13124,,,,05,07,18,21,32,10,11
2013-10-21,13123,,,,02,09,10,33,34,05,12
2013-10-19,13122,,,,15,17,20,24,35,04,12
2013-10-16,13121,,,,03,18,19,20,24,03,12
2013-10-14,13120,,,,06,14,15,22,26,03,11
2013-10-12,13119,,,,01,02,16,23,35,01,11
2013-10-9,13118,,,,04,06,11,20,31,01,05
2013-10-7,13117,,,,05,16,23,25,33,07,12
2013-10-5,13116,,,,13,22,23,30,33,09,11
2013-10-2,13115,,,,05,16,29,32,34,04,11
2013-9-30,13114,,,,06,17,21,23,33,01,09
2013-9-28,13113,,,,19,21,23,28,30,08,12
2013-9-25,13112,,,,02,10,20,22,29,05,12
2013-9-23,13111,,,,07,12,13,20,27,01,03
2013-9-21,13110,,,,07,16,18,32,33,02,07
2013-9-18,13109,,,,13,20,26,29,32,02,06
2013-9-16,13108,,,,05,10,13,15,18,02,11
2013-9-14,13107,,,,07,13,14,18,25,05,12
2013-9-11,13106,,,,06,07,12,13,27,03,12
2013-9-9,13105,,,,07,13,27,30,34,01,12
2013-9-7,13104,,,,02,05,11,27,29,01,11
2013-9-4,13103,,,,05,08,13,16,31,03,09
2013-9-2,13102,,,,06,12,15,19,26,02,11
2013-8-31,13101,,,,04,09,13,15,32,02,09
2013-8-28,13100,,,,09,12,24,26,30,05,09
2013-8-26,13099,,,,04,11,28,30,33,05,12
2013-8-24,13098,,,,02,06,16,29,34,10,11
2013-8-21,13097,,,,07,08,13,17,32,03,08
2013-8-19,13096,,,,17,19,20,22,26,06,08
2013-8-17,13095,,,,03,17,28,30,33,01,10
2013-8-14,13094,,,,03,28,33,34,35,06,09
2013-8-12,13093,,,,01,05,17,18,26,05,07
2013-8-10,13092,,,,07,10,21,27,33,03,09
2013-8-7,13091,,,,04,09,28,34,35,02,08
2013-8-5,13090,,,,02,26,30,31,33,11,12
2013-8-3,13089,,,,06,07,23,24,29,04,11
2013-7-31,13088,,,,03,05,08,33,35,01,03
2013-7-29,13087,,,,09,12,22,32,34,02,04
2013-7-27,13086,,,,09,16,26,29,31,06,09
2013-7-24,13085,,,,08,19,23,27,32,03,05
2013-7-22,13084,,,,08,22,26,29,35,01,05
2013-7-20,13083,,,,26,29,30,32,35,04,10
2013-7-17,13082,,,,03,09,25,26,33,03,12
2013-7-15,13081,,,,07,09,15,17,23,02,07
2013-7-13,13080,,,,06,21,23,27,31,04,06
2013-7-10,13079,,,,09,10,17,21,34,01,07
2013-7-8,13078,,,,02,07,23,31,33,02,08
2013-7-6,13077,,,,24,26,30,32,35,06,12
2013-7-3,13076,,,,13,15,16,26,27,09,10
2013-7-1,13075,,,,01,11,13,19,35,07,08
2013-6-29,13074,,,,06,14,20,24,32,01,07
2013-6-26,13073,,,,03,05,23,27,31,02,06
2013-6-24,13072,,,,12,27,28,33,35,03,05
2013-6-22,13071,,,,13,19,26,27,28,03,11
2013-6-19,13070,,,,09,12,18,21,29,01,08
2013-6-17,13069,,,,06,12,13,16,30,07,12
2013-6-15,13068,,,,10,17,27,34,35,05,07
2013-6-12,13067,,,,02,03,05,08,29,10,12
2013-6-10,13066,,,,06,07,13,33,34,02,11
2013-6-8,13065,,,,09,28,31,34,35,02,09
2013-6-5,13064,,,,21,24,26,28,32,01,03
2013-6-3,13063,,,,03,05,11,27,28,05,06
2013-6-1,13062,,,,01,05,08,09,12,09,12
2013-5-29,13061,,,,01,14,18,21,32,05,10
2013-5-27,13060,,,,15,25,26,32,35,05,10
2013-5-25,13059,,,,03,08,11,24,27,07,12
2013-5-22,13058,,,,20,21,27,31,35,07,11
2013-5-20,13057,,,,07,15,27,33,35,07,10
2013-5-18,13056,,,,11,22,30,32,35,03,04
2013-5-15,13055,,,,04,05,22,23,24,03,09
2013-5-13,13054,,,,05,08,21,30,32,01,08
2013-5-11,13053,,,,13,31,33,34,35,05,07
2013-5-8,13052,,,,01,02,10,29,31,01,10
2013-5-6,13051,,,,05,08,15,18,33,07,08
2013-5-4,13050,,,,14,22,30,32,33,07,08
2013-5-1,13049,,,,18,22,25,31,32,04,06
2013-4-29,13048,,,,10,11,23,32,33,01,04
2013-4-27,13047,,,,12,20,28,30,35,03,11
2013-4-24,13046,,,,15,16,19,25,32,05,11
2013-4-22,13045,,,,08,11,12,21,25,02,07
2013-4-20,13044,,,,07,11,13,18,28,05,10
2013-4-17,13043,,,,07,13,25,34,35,07,09
2013-4-15,13042,,,,02,06,22,23,33,01,06
2013-4-13,13041,,,,03,13,14,15,34,05,08
2013-4-10,13040,,,,16,17,22,26,35,03,10
2013-4-8,13039,,,,06,23,30,33,35,07,10
2013-4-6,13038,,,,01,19,24,25,26,07,09
2013-4-3,13037,,,,02,26,31,32,34,06,08
2013-4-1,13036,,,,08,12,32,33,35,03,05
2013-3-30,13035,,,,05,14,28,32,34,07,08
2013-3-27,13034,,,,01,03,11,19,29,04,08
2013-3-25,13033,,,,12,18,22,28,31,01,11
2013-3-23,13032,,,,12,27,28,33,35,01,08
2013-3-20,13031,,,,12,17,18,26,32,10,11
2013-3-18,13030,,,,03,05,09,10,28,05,07
2013-3-16,13029,,,,05,07,17,25,26,04,10
2013-3-13,13028,,,,13,19,28,30,34,08,12
2013-3-11,13027,,,,03,12,14,24,35,03,08
2013-3-9,13026,,,,02,10,16,30,33,05,06
2013-3-6,13025,,,,03,23,25,26,28,10,12
2013-3-4,13024,,,,09,12,14,18,24,01,04
2013-3-2,13023,,,,05,19,24,26,35,05,07
2013-2-27,13022,,,,03,04,13,17,23,03,08
2013-2-25,13021,,,,23,24,28,30,33,01,11
2013-2-23,13020,,,,06,11,20,31,32,05,09
2013-2-20,13019,,,,06,12,17,29,30,07,11
2013-2-18,13018,,,,20,23,31,33,34,03,09
2013-2-16,13017,,,,11,14,22,29,34,05,11
2013-2-6,13016,,,,05,15,19,27,32,08,09
2013-2-4,13015,,,,14,15,26,32,33,01,11
2013-2-2,13014,,,,05,08,25,29,31,02,04
2013-1-30,13013,,,,13,15,29,30,35,01,11
2013-1-28,13012,,,,01,14,31,32,34,02,11
2013-1-26,13011,,,,01,02,08,15,23,06,09
2013-1-23,13010,,,,09,15,17,18,29,09,11
2013-1-21,13009,,,,10,17,19,27,29,05,12
2013-1-19,13008,,,,02,07,25,29,34,03,06
2013-1-16,13007,,,,14,29,32,33,34,03,06
2013-1-14,13006,,,,08,20,25,31,32,05,07
2013-1-12,13005,,,,18,22,26,28,31,10,12
2013-1-9,13004,,,,07,08,12,20,25,03,07
2013-1-7,13003,,,,01,16,18,21,31,09,12
2013-1-5,13002,,,,04,20,27,31,32,06,12
2013-1-2,13001,,,,06,09,11,31,32,05,11
2012-12-31,12154,,,,03,26,27,31,32,03,09
2012-12-29,12153,,,,08,09,10,13,22,05,10
2012-12-26,12152,,,,04,17,26,33,34,02,08
2012-12-24,12151,,,,03,19,20,24,33,03,04
2012-12-22,12150,,,,02,14,18,24,31,02,03
2012-12-19,12149,,,,02,10,23,33,34,05,10
2012-12-17,12148,,,,04,16,27,29,34,06,11
2012-12-15,12147,,,,02,03,17,19,33,02,09
2012-12-12,12146,,,,01,10,13,17,26,06,08
2012-12-10,12145,,,,05,22,31,33,35,06,09
2012-12-8,12144,,,,11,13,14,21,29,01,10
2012-12-5,12143,,,,09,27,29,30,31,03,06
2012-12-3,12142,,,,15,19,29,34,35,07,10
2012-12-1,12141,,,,03,11,19,23,34,02,12
2012-11-28,12140,,,,07,17,27,28,29,09,10
2012-11-26,12139,,,,09,10,12,22,25,04,11
2012-11-24,12138,,,,13,17,27,31,33,06,12
2012-11-21,12137,,,,03,12,20,21,27,01,06
2012-11-19,12136,,,,02,23,29,30,31,01,04
2012-11-17,12135,,,,03,05,17,18,33,06,07
2012-11-14,12134,,,,01,06,18,32,35,02,07
2012-11-12,12133,,,,05,07,13,29,30,01,05
2012-11-10,12132,,,,05,08,21,25,33,01,11
2012-11-7,12131,,,,02,16,18,27,30,08,12
2012-11-5,12130,,,,14,19,23,29,30,06,07
2012-11-3,12129,,,,01,07,21,28,31,03,09
2012-10-31,12128,,,,09,10,19,30,31,04,11
2012-10-29,12127,,,,12,13,14,25,35,10,12
2012-10-27,12126,,,,13,14,21,28,29,05,10
2012-10-24,12125,,,,06,14,17,22,35,01,02
2012-10-22,12124,,,,07,11,19,20,35,05,10
2012-10-20,12123,,,,05,08,18,30,33,01,09
2012-10-17,12122,,,,23,24,25,29,31,03,12
2012-10-15,12121,,,,07,18,20,29,30,05,06
2012-10-13,12120,,,,02,10,21,23,29,03,04
2012-10-10,12119,,,,05,06,09,19,32,06,09
2012-10-8,12118,,,,05,17,25,30,33,01,12
2012-10-6,12117,,,,01,12,18,21,33,07,08
2012-10-3,12116,,,,01,11,18,20,22,07,10
2012-10-1,12115,,,,01,06,13,19,23,06,09
2012-9-29,12114,,,,03,06,21,33,35,01,07
2012-9-26,12113,,,,03,10,22,27,29,03,12
2012-9-24,12112,,,,01,02,28,31,35,05,07
2012-9-22,12111,,,,01,24,25,30,33,04,11
2012-9-19,12110,,,,01,11,17,19,26,05,12
2012-9-17,12109,,,,01,22,30,32,35,09,11
2012-9-15,12108,,,,06,07,12,24,35,02,06
2012-9-12,12107,,,,04,07,09,22,33,01,03
2012-9-10,12106,,,,15,23,25,29,31,09,10
2012-9-8,12105,,,,05,06,14,15,31,06,08
2012-9-5,12104,,,,16,18,24,25,27,04,09
2012-9-3,12103,,,,02,09,18,23,24,01,04
2012-9-1,12102,,,,02,04,06,13,35,04,08
2012-8-29,12101,,,,02,05,08,09,31,03,07
2012-8-27,12100,,,,07,09,13,19,27,01,03
2012-8-25,12099,,,,12,18,24,25,32,02,12
2012-8-22,12098,,,,02,11,28,29,30,06,12
2012-8-20,12097,,,,09,17,24,29,32,01,02
2012-8-18,12096,,,,05,10,19,24,35,08,09
2012-8-15,12095,,,,06,09,22,27,30,08,12
2012-8-13,12094,,,,02,14,23,32,35,01,10
2012-8-11,12093,,,,02,16,21,31,33,04,11
2012-8-8,12092,,,,08,09,23,25,31,02,12
2012-8-6,12091,,,,03,10,28,31,33,01,09
2012-8-4,12090,,,,02,21,27,29,33,02,10
2012-8-1,12089,,,,06,12,21,29,32,06,11
2012-7-30,12088,,,,13,17,24,30,35,02,10
2012-7-28,12087,,,,01,06,07,21,31,04,11
2012-7-25,12086,,,,03,20,25,29,32,05,10
2012-7-23,12085,,,,07,18,29,31,33,10,12
2012-7-21,12084,,,,21,24,27,29,31,01,02
2012-7-18,12083,,,,16,19,28,29,31,05,08
2012-7-16,12082,,,,02,04,09,10,15,08,10
2012-7-14,12081,,,,10,16,17,30,35,01,08
2012-7-11,12080,,,,11,12,14,25,28,02,05
2012-7-9,12079,,,,01,05,25,32,33,01,10
2012-7-7,12078,,,,01,02,23,25,35,05,12
2012-7-4,12077,,,,10,30,32,33,34,02,03
2012-7-2,12076,,,,02,14,16,22,24,02,05
2012-6-30,12075,,,,07,09,10,18,22,05,10
2012-6-27,12074,,,,10,22,23,30,32,01,07
2012-6-25,12073,,,,18,23,29,33,34,02,07
2012-6-23,12072,,,,04,08,17,22,25,04,10
2012-6-20,12071,,,,13,23,29,31,34,06,08
2012-6-18,12070,,,,09,22,23,32,34,06,08
2012-6-16,12069,,,,02,04,22,25,34,02,11
2012-6-13,12068,,,,01,21,31,32,35,03,06
2012-6-11,12067,,,,20,22,27,30,33,01,02
2012-6-9,12066,,,,01,20,25,29,33,04,06
2012-6-6,12065,,,,10,22,28,29,34,05,11
2012-6-4,12064,,,,09,12,13,15,30,09,10
2012-6-2,12063,,,,11,25,26,29,35,01,02
2012-5-30,12062,,,,21,32,33,34,35,08,09
2012-5-28,12061,,,,05,10,14,27,33,07,09
2012-5-26,12060,,,,02,16,21,24,30,06,10
2012-5-23,12059,,,,09,13,19,21,27,03,04
2012-5-21,12058,,,,13,21,29,31,35,04,12
2012-5-19,12057,,,,01,02,14,33,34,03,05
2012-5-16,12056,,,,11,21,23,26,34,07,09
2012-5-14,12055,,,,07,22,26,32,33,01,08
2012-5-12,12054,,,,01,16,18,27,30,10,11
2012-5-9,12053,,,,11,12,26,28,31,07,12
2012-5-7,12052,,,,10,20,26,31,33,10,12
2012-5-5,12051,,,,01,02,17,18,33,05,12
2012-5-2,12050,,,,13,17,22,28,29,01,10
2012-4-30,12049,,,,09,18,22,27,31,10,12
2012-4-28,12048,,,,06,09,26,30,35,05,06
2012-4-25,12047,,,,05,07,17,30,34,03,10
2012-4-23,12046,,,,04,08,19,23,27,04,11
2012-4-21,12045,,,,05,11,17,20,28,11,12
2012-4-18,12044,,,,03,04,14,32,35,01,02
2012-4-16,12043,,,,01,06,25,31,34,03,09
2012-4-14,12042,,,,07,24,27,28,35,07,12
2012-4-11,12041,,,,01,02,13,22,23,02,10
2012-4-9,12040,,,,02,13,23,28,29,01,05
2012-4-7,12039,,,,15,21,22,24,35,01,05
2012-4-4,12038,,,,11,23,25,31,35,01,03
2012-4-2,12037,,,,09,13,27,31,35,03,10
2012-3-31,12036,,,,01,09,20,30,31,08,12
2012-3-28,12035,,,,01,04,30,32,35,08,12
2012-3-26,12034,,,,01,08,15,16,29,08,09
2012-3-24,12033,,,,08,13,19,27,32,01,08
2012-3-21,12032,,,,07,08,16,26,34,07,11
2012-3-19,12031,,,,19,21,23,25,30,03,08
2012-3-17,12030,,,,03,21,22,26,32,01,03
2012-3-14,12029,,,,04,07,08,18,29,07,10
2012-3-12,12028,,,,10,12,15,33,34,03,10
2012-3-10,12027,,,,03,10,11,22,31,05,07
2012-3-7,12026,,,,10,11,22,23,29,02,09
2012-3-5,12025,,,,01,02,05,12,27,04,07
2012-3-3,12024,,,,03,11,17,21,30,03,07
2012-2-29,12023,,,,07,09,17,29,35,09,10
2012-2-27,12022,,,,07,12,20,33,35,01,10
2012-2-25,12021,,,,10,15,21,31,34,07,08
2012-2-22,12020,,,,12,14,27,29,34,03,06
2012-2-20,12019,,,,07,09,17,30,34,01,12
2012-2-18,12018,,,,03,10,14,29,31,04,08
2012-2-15,12017,,,,06,11,22,29,34,03,12
2012-2-13,12016,,,,05,14,20,29,31,08,12
2012-2-11,12015,,,,12,13,24,26,33,06,08
2012-2-8,12014,,,,10,14,24,30,32,01,12
2012-2-6,12013,,,,07,08,11,12,24,01,02
2012-2-4,12012,,,,06,18,22,30,35,02,07
2012-2-1,12011,,,,05,19,22,29,30,02,04
2012-1-30,12010,,,,25,26,29,32,34,05,07
2012-1-21,12009,,,,06,14,20,29,35,09,10
2012-1-18,12008,,,,06,08,30,31,32,01,11
2012-1-16,12007,,,,04,05,13,17,25,07,10
2012-1-14,12006,,,,03,20,22,25,27,01,09
2012-1-11,12005,,,,01,02,29,31,33,07,12
2012-1-9,12004,,,,10,11,22,31,32,06,07
2012-1-7,12003,,,,16,22,24,33,34,03,10
2012-1-4,12002,,,,03,11,14,26,29,07,08
2012-1-2,12001,,,,07,27,28,32,33,01,12
2011-12-31,11154,,,,04,12,16,20,28,08,11
2011-12-28,11153,,,,06,22,29,30,35,03,05
2011-12-26,11152,,,,01,04,06,21,35,02,11
2011-12-24,11151,,,,07,11,14,20,27,03,10
